"STATION","NAME","DATE","PRCP","SNWD","TAVG","TMAX","TMIN"
"UKM00003772","HEATHROW, UK","1952-07-12",,,"60",,
"UKM00003772","HEATHROW, UK","1952-07-13",,,"63",,
"UKM00003772","HEATHROW, UK","1952-07-14",,,"61",,
"UKM00003772","HEATHROW, UK","1952-07-15",,,"58",,
"UKM00003772","HEATHROW, UK","1952-07-16",,,"59",,
"UKM00003772","HEATHROW, UK","1952-07-17",,,"61",,
"UKM00003772","HEATHROW, UK","1952-07-18",,,"63",,
"UKM00003772","HEATHROW, UK","1952-07-19",,,"69",,
"UKM00003772","HEATHROW, UK","1952-07-20",,,"70",,
"UKM00003772","HEATHROW, UK","1952-07-21",,,"72",,
"UKM00003772","HEATHROW, UK","1952-07-22",,,"74",,
"UKM00003772","HEATHROW, UK","1952-07-23",,,"66",,
"UKM00003772","HEATHROW, UK","1952-07-24",,,"63",,
"UKM00003772","HEATHROW, UK","1952-07-25",,,"67",,
"UKM00003772","HEATHROW, UK","1952-07-26",,,"71",,
"UKM00003772","HEATHROW, UK","1952-07-27",,,"60",,
"UKM00003772","HEATHROW, UK","1952-07-28",,,"57",,
"UKM00003772","HEATHROW, UK","1952-07-29",,,"62",,
"UKM00003772","HEATHROW, UK","1952-07-30",,,"65",,
"UKM00003772","HEATHROW, UK","1952-07-31",,,"65",,
"UKM00003772","HEATHROW, UK","1952-08-01",,,"64",,
"UKM00003772","HEATHROW, UK","1952-08-02","0.06",,"60",,
"UKM00003772","HEATHROW, UK","1952-08-03","0.05",,"60",,
"UKM00003772","HEATHROW, UK","1952-08-04",,,"62",,
"UKM00003772","HEATHROW, UK","1952-08-05",,,"67",,
"UKM00003772","HEATHROW, UK","1952-08-06",,,"66",,
"UKM00003772","HEATHROW, UK","1952-08-07",,,"62",,
"UKM00003772","HEATHROW, UK","1952-08-08",,,"63",,
"UKM00003772","HEATHROW, UK","1952-08-09","0.06",,"62",,
"UKM00003772","HEATHROW, UK","1952-08-10",,,"62",,
"UKM00003772","HEATHROW, UK","1952-08-11",,,"64",,
"UKM00003772","HEATHROW, UK","1952-08-12",,,"68",,
"UKM00003772","HEATHROW, UK","1952-08-13",,,"66",,
"UKM00003772","HEATHROW, UK","1952-08-14",,,"64",,
"UKM00003772","HEATHROW, UK","1952-08-15",,,"63",,
"UKM00003772","HEATHROW, UK","1952-08-16",,,"61",,
"UKM00003772","HEATHROW, UK","1952-08-17",,,"59",,
"UKM00003772","HEATHROW, UK","1952-08-18","0.04",,"56",,
"UKM00003772","HEATHROW, UK","1952-08-19",,,"60",,
"UKM00003772","HEATHROW, UK","1952-08-20",,,"59",,
"UKM00003772","HEATHROW, UK","1952-08-21",,,"59",,
"UKM00003772","HEATHROW, UK","1952-08-22",,,"61",,
"UKM00003772","HEATHROW, UK","1952-08-23",,,"62",,
"UKM00003772","HEATHROW, UK","1952-08-24",,,"63",,
"UKM00003772","HEATHROW, UK","1952-08-25",,,"64",,
"UKM00003772","HEATHROW, UK","1952-08-26",,,"66",,
"UKM00003772","HEATHROW, UK","1952-08-27",,,"66",,
"UKM00003772","HEATHROW, UK","1952-08-28",,,"64",,
"UKM00003772","HEATHROW, UK","1952-08-29",,,"64",,
"UKM00003772","HEATHROW, UK","1952-08-30",,,"67",,
"UKM00003772","HEATHROW, UK","1952-08-31",,,"67",,
"UKM00003772","HEATHROW, UK","1952-09-01",,,"62",,
"UKM00003772","HEATHROW, UK","1952-09-02",,,"60",,
"UKM00003772","HEATHROW, UK","1952-09-03",,,"62",,
"UKM00003772","HEATHROW, UK","1952-09-04",,,"55",,
"UKM00003772","HEATHROW, UK","1952-09-05",,,"53",,
"UKM00003772","HEATHROW, UK","1952-09-06",,,"50",,
"UKM00003772","HEATHROW, UK","1952-09-07","0.05",,"48",,
"UKM00003772","HEATHROW, UK","1952-09-08",,,"52",,
"UKM00003772","HEATHROW, UK","1952-09-09",,,"51",,
"UKM00003772","HEATHROW, UK","1952-09-10",,,"55",,
"UKM00003772","HEATHROW, UK","1952-09-11",,,"54",,
"UKM00003772","HEATHROW, UK","1952-09-12",,,"54",,
"UKM00003772","HEATHROW, UK","1952-09-13",,,"54",,
"UKM00003772","HEATHROW, UK","1952-09-14",,,"54",,
"UKM00003772","HEATHROW, UK","1952-09-15",,,"57",,
"UKM00003772","HEATHROW, UK","1952-09-16",,,"57",,
"UKM00003772","HEATHROW, UK","1952-09-17",,,"51",,
"UKM00003772","HEATHROW, UK","1952-09-18",,,"45",,
"UKM00003772","HEATHROW, UK","1952-09-19",,,"46",,
"UKM00003772","HEATHROW, UK","1952-09-20",,,"51",,
"UKM00003772","HEATHROW, UK","1952-09-21",,,"57",,
"UKM00003772","HEATHROW, UK","1952-09-22",,,"52",,
"UKM00003772","HEATHROW, UK","1952-09-23",,,"59",,
"UKM00003772","HEATHROW, UK","1952-09-24",,,"58",,
"UKM00003772","HEATHROW, UK","1952-09-25",,,"56",,
"UKM00003772","HEATHROW, UK","1952-09-26",,,"52",,
"UKM00003772","HEATHROW, UK","1952-09-27",,,"49",,
"UKM00003772","HEATHROW, UK","1952-09-28",,,"48",,
"UKM00003772","HEATHROW, UK","1952-09-29",,,"49",,
"UKM00003772","HEATHROW, UK","1952-09-30","0.05",,"48",,
"UKM00003772","HEATHROW, UK","1952-10-01","0.05",,"51",,
"UKM00003772","HEATHROW, UK","1952-10-02",,,"52",,
"UKM00003772","HEATHROW, UK","1952-10-03",,,"53",,
"UKM00003772","HEATHROW, UK","1952-10-04",,,"53",,
"UKM00003772","HEATHROW, UK","1952-10-05",,,"49",,
"UKM00003772","HEATHROW, UK","1952-10-06",,,"51",,
"UKM00003772","HEATHROW, UK","1952-10-07",,,"48",,
"UKM00003772","HEATHROW, UK","1952-10-08",,,"46",,
"UKM00003772","HEATHROW, UK","1952-10-09",,,"50",,
"UKM00003772","HEATHROW, UK","1952-10-10",,,"45",,
"UKM00003772","HEATHROW, UK","1952-10-11",,,"42",,
"UKM00003772","HEATHROW, UK","1952-10-12",,,"44",,
"UKM00003772","HEATHROW, UK","1952-10-13","0.26",,"49",,
"UKM00003772","HEATHROW, UK","1952-10-14",,,"47",,
"UKM00003772","HEATHROW, UK","1952-10-15",,,"41",,
"UKM00003772","HEATHROW, UK","1952-10-16",,,"42",,
"UKM00003772","HEATHROW, UK","1952-10-17",,,"51",,
"UKM00003772","HEATHROW, UK","1952-10-18",,,"51",,
"UKM00003772","HEATHROW, UK","1952-10-19","0.05",,"49",,
"UKM00003772","HEATHROW, UK","1952-10-20","0.03",,"47",,
"UKM00003772","HEATHROW, UK","1952-10-21",,,"46",,
"UKM00003772","HEATHROW, UK","1952-10-22",,,"49",,
"UKM00003772","HEATHROW, UK","1952-10-23",,,"53",,
"UKM00003772","HEATHROW, UK","1952-10-24",,,"53",,
"UKM00003772","HEATHROW, UK","1952-10-25",,,"53",,
"UKM00003772","HEATHROW, UK","1952-10-26",,,"52",,
"UKM00003772","HEATHROW, UK","1952-10-27",,,"54",,
"UKM00003772","HEATHROW, UK","1952-10-28",,,"57",,
"UKM00003772","HEATHROW, UK","1952-10-29",,,"53",,
"UKM00003772","HEATHROW, UK","1952-10-30",,,"48",,
"UKM00003772","HEATHROW, UK","1952-10-31",,,"46",,
"UKM00003772","HEATHROW, UK","1952-11-01",,,"51",,
"UKM00003772","HEATHROW, UK","1952-11-02",,,"53",,
"UKM00003772","HEATHROW, UK","1952-11-03",,,"47",,
"UKM00003772","HEATHROW, UK","1952-11-04","0.05",,"46",,
"UKM00003772","HEATHROW, UK","1952-11-05",,,"51",,
"UKM00003772","HEATHROW, UK","1952-11-06",,,"51",,
"UKM00003772","HEATHROW, UK","1952-11-07",,,"47",,
"UKM00003772","HEATHROW, UK","1952-11-08",,,"40",,
"UKM00003772","HEATHROW, UK","1952-11-09",,,"40",,
"UKM00003772","HEATHROW, UK","1952-11-10",,,"51",,
"UKM00003772","HEATHROW, UK","1952-11-11",,,"43",,
"UKM00003772","HEATHROW, UK","1952-11-12",,,"38",,
"UKM00003772","HEATHROW, UK","1952-11-13",,,"40",,
"UKM00003772","HEATHROW, UK","1952-11-14",,,"38",,
"UKM00003772","HEATHROW, UK","1952-11-15",,,"34",,
"UKM00003772","HEATHROW, UK","1952-11-16",,,"35",,
"UKM00003772","HEATHROW, UK","1952-11-17",,,"37",,
"UKM00003772","HEATHROW, UK","1952-11-18",,,"35",,
"UKM00003772","HEATHROW, UK","1952-11-19","0.04",,"40",,
"UKM00003772","HEATHROW, UK","1952-11-20",,,"36",,
"UKM00003772","HEATHROW, UK","1952-11-21","0.05",,"39",,
"UKM00003772","HEATHROW, UK","1952-11-22",,,"38",,
"UKM00003772","HEATHROW, UK","1952-11-23",,,"35",,
"UKM00003772","HEATHROW, UK","1952-11-24",,,"32",,
"UKM00003772","HEATHROW, UK","1952-11-25",,,"32",,
"UKM00003772","HEATHROW, UK","1952-11-26",,,"39",,
"UKM00003772","HEATHROW, UK","1952-11-27","0.04",,"39",,
"UKM00003772","HEATHROW, UK","1952-11-28",,,"37",,
"UKM00003772","HEATHROW, UK","1952-11-29",,,"35",,
"UKM00003772","HEATHROW, UK","1952-11-30",,,"37",,
"UKM00003772","HEATHROW, UK","1952-12-01",,,"37",,
"UKM00003772","HEATHROW, UK","1952-12-02",,,"33",,
"UKM00003772","HEATHROW, UK","1952-12-03",,,"38",,
"UKM00003772","HEATHROW, UK","1952-12-04",,,"35",,
"UKM00003772","HEATHROW, UK","1952-12-05",,,"31",,
"UKM00003772","HEATHROW, UK","1952-12-06",,,"26",,
"UKM00003772","HEATHROW, UK","1952-12-07",,,"27",,
"UKM00003772","HEATHROW, UK","1952-12-08",,,"30",,
"UKM00003772","HEATHROW, UK","1952-12-09",,,"35",,
"UKM00003772","HEATHROW, UK","1952-12-10",,,"44",,
"UKM00003772","HEATHROW, UK","1952-12-11",,,"45",,
"UKM00003772","HEATHROW, UK","1952-12-12",,,"39",,
"UKM00003772","HEATHROW, UK","1952-12-13","0.04",,"36",,
"UKM00003772","HEATHROW, UK","1952-12-14",,,"34",,
"UKM00003772","HEATHROW, UK","1952-12-15","0.05",,"31",,
"UKM00003772","HEATHROW, UK","1952-12-16","0.12",,"37",,
"UKM00003772","HEATHROW, UK","1952-12-17",,,"41",,
"UKM00003772","HEATHROW, UK","1952-12-18",,,"40",,
"UKM00003772","HEATHROW, UK","1952-12-19",,,"43",,
"UKM00003772","HEATHROW, UK","1952-12-20",,,"45",,
"UKM00003772","HEATHROW, UK","1952-12-21",,,"41",,
"UKM00003772","HEATHROW, UK","1952-12-22","0.05",,"42",,
"UKM00003772","HEATHROW, UK","1952-12-23",,,"44",,
"UKM00003772","HEATHROW, UK","1952-12-24",,,"47",,
"UKM00003772","HEATHROW, UK","1952-12-25",,,"42",,
"UKM00003772","HEATHROW, UK","1952-12-26",,,"39",,
"UKM00003772","HEATHROW, UK","1952-12-27",,,"33",,
"UKM00003772","HEATHROW, UK","1952-12-28",,,"35",,
"UKM00003772","HEATHROW, UK","1952-12-29",,,"40",,
"UKM00003772","HEATHROW, UK","1952-12-30",,,"32",,
"UKM00003772","HEATHROW, UK","1952-12-31",,,"38",,
"UKM00003772","HEATHROW, UK","1953-01-01",,,"36",,
"UKM00003772","HEATHROW, UK","1953-01-02",,,"38",,
"UKM00003772","HEATHROW, UK","1953-01-03","0.05",,"35",,
"UKM00003772","HEATHROW, UK","1953-01-04",,,"36",,
"UKM00003772","HEATHROW, UK","1953-01-05",,,"33",,
"UKM00003772","HEATHROW, UK","1953-01-06","0.06",,"34",,
"UKM00003772","HEATHROW, UK","1953-01-07",,,"33",,
"UKM00003772","HEATHROW, UK","1953-01-08",,,"34",,
"UKM00003772","HEATHROW, UK","1953-01-09",,,"37",,
"UKM00003772","HEATHROW, UK","1953-01-10",,,"42",,
"UKM00003772","HEATHROW, UK","1953-01-11",,,"40",,
"UKM00003772","HEATHROW, UK","1953-01-12",,,"37",,
"UKM00003772","HEATHROW, UK","1953-01-13",,,"32",,
"UKM00003772","HEATHROW, UK","1953-01-14","0.05",,"33",,
"UKM00003772","HEATHROW, UK","1953-01-15",,,"38",,
"UKM00003772","HEATHROW, UK","1953-01-16",,,"44",,
"UKM00003772","HEATHROW, UK","1953-01-17",,,"43",,
"UKM00003772","HEATHROW, UK","1953-01-18",,,"41",,
"UKM00003772","HEATHROW, UK","1953-01-19",,,"33",,
"UKM00003772","HEATHROW, UK","1953-01-20",,,"32",,
"UKM00003772","HEATHROW, UK","1953-01-21",,,"35",,
"UKM00003772","HEATHROW, UK","1953-01-22",,,"39",,
"UKM00003772","HEATHROW, UK","1953-01-23",,,"34",,
"UKM00003772","HEATHROW, UK","1953-01-24",,,"35",,
"UKM00003772","HEATHROW, UK","1953-01-25",,,"37",,
"UKM00003772","HEATHROW, UK","1953-01-26",,,"38",,
"UKM00003772","HEATHROW, UK","1953-01-27",,,"47",,
"UKM00003772","HEATHROW, UK","1953-01-28",,,"49",,
"UKM00003772","HEATHROW, UK","1953-01-29",,,"50",,
"UKM00003772","HEATHROW, UK","1953-01-30",,,"44",,
"UKM00003772","HEATHROW, UK","1953-01-31",,,"43",,
"UKM00003772","HEATHROW, UK","1953-02-01",,,"39",,
"UKM00003772","HEATHROW, UK","1953-02-02",,,"38",,
"UKM00003772","HEATHROW, UK","1953-02-03",,,"37",,
"UKM00003772","HEATHROW, UK","1953-02-04",,,"36",,
"UKM00003772","HEATHROW, UK","1953-02-05",,,"36",,
"UKM00003772","HEATHROW, UK","1953-02-06",,,"37",,
"UKM00003772","HEATHROW, UK","1953-02-07",,,"30",,
"UKM00003772","HEATHROW, UK","1953-02-08",,,"30",,
"UKM00003772","HEATHROW, UK","1953-02-09",,,"39",,
"UKM00003772","HEATHROW, UK","1953-02-10","0.06",,"38",,
"UKM00003772","HEATHROW, UK","1953-02-11","0.04",,"35",,
"UKM00003772","HEATHROW, UK","1953-02-12","0.02",,"34",,
"UKM00003772","HEATHROW, UK","1953-02-13",,,"35",,
"UKM00003772","HEATHROW, UK","1953-02-14",,,"33",,
"UKM00003772","HEATHROW, UK","1953-02-15",,,"33",,
"UKM00003772","HEATHROW, UK","1953-02-16",,,"34",,
"UKM00003772","HEATHROW, UK","1953-02-17",,,"42",,
"UKM00003772","HEATHROW, UK","1953-02-18",,,"47",,
"UKM00003772","HEATHROW, UK","1953-02-19",,,"45",,
"UKM00003772","HEATHROW, UK","1953-02-20",,,"45",,
"UKM00003772","HEATHROW, UK","1953-02-21",,,"50",,
"UKM00003772","HEATHROW, UK","1953-02-22",,,"50",,
"UKM00003772","HEATHROW, UK","1953-02-23",,,"48",,
"UKM00003772","HEATHROW, UK","1953-02-24",,,"45",,
"UKM00003772","HEATHROW, UK","1953-02-25",,,"44",,
"UKM00003772","HEATHROW, UK","1953-02-26",,,"41",,
"UKM00003772","HEATHROW, UK","1953-02-27",,,"44",,
"UKM00003772","HEATHROW, UK","1953-02-28",,,"45",,
"UKM00003772","HEATHROW, UK","1953-03-01",,,"40",,
"UKM00003772","HEATHROW, UK","1953-03-02",,,"37",,
"UKM00003772","HEATHROW, UK","1953-03-03",,,"36",,
"UKM00003772","HEATHROW, UK","1953-03-04",,,"40",,
"UKM00003772","HEATHROW, UK","1953-03-05",,,"36",,
"UKM00003772","HEATHROW, UK","1953-03-06",,,"39",,
"UKM00003772","HEATHROW, UK","1953-03-07",,,"40",,
"UKM00003772","HEATHROW, UK","1953-03-08",,,"38",,
"UKM00003772","HEATHROW, UK","1953-03-09",,,"41",,
"UKM00003772","HEATHROW, UK","1953-03-10",,,"39",,
"UKM00003772","HEATHROW, UK","1953-03-11",,,"42",,
"UKM00003772","HEATHROW, UK","1953-03-12",,,"45",,
"UKM00003772","HEATHROW, UK","1953-03-13",,,"45",,
"UKM00003772","HEATHROW, UK","1953-03-14",,,"41",,
"UKM00003772","HEATHROW, UK","1953-03-15",,,"41",,
"UKM00003772","HEATHROW, UK","1953-03-16",,,"41",,
"UKM00003772","HEATHROW, UK","1953-03-17",,,"42",,
"UKM00003772","HEATHROW, UK","1953-03-18",,,"39",,
"UKM00003772","HEATHROW, UK","1953-03-19",,,"42",,
"UKM00003772","HEATHROW, UK","1953-03-20",,,"43",,
"UKM00003772","HEATHROW, UK","1953-03-21",,,"42",,
"UKM00003772","HEATHROW, UK","1953-03-22",,,"41",,
"UKM00003772","HEATHROW, UK","1953-03-23",,,"45",,
"UKM00003772","HEATHROW, UK","1953-03-24",,,"45",,
"UKM00003772","HEATHROW, UK","1953-03-25",,,"47",,
"UKM00003772","HEATHROW, UK","1953-03-26",,,"46",,
"UKM00003772","HEATHROW, UK","1953-03-27",,,"42",,
"UKM00003772","HEATHROW, UK","1953-03-28",,,"48",,
"UKM00003772","HEATHROW, UK","1953-03-29",,,"52",,
"UKM00003772","HEATHROW, UK","1953-03-30",,,"48",,
"UKM00003772","HEATHROW, UK","1953-03-31",,,"45",,
"UKM00003772","HEATHROW, UK","1953-04-01",,,"47",,
"UKM00003772","HEATHROW, UK","1953-04-02",,,"49",,
"UKM00003772","HEATHROW, UK","1953-04-03",,,"46",,
"UKM00003772","HEATHROW, UK","1953-04-04",,,"45",,
"UKM00003772","HEATHROW, UK","1953-04-05",,,"44",,
"UKM00003772","HEATHROW, UK","1953-04-06",,,"43",,
"UKM00003772","HEATHROW, UK","1953-04-07",,,"45",,
"UKM00003772","HEATHROW, UK","1953-04-08",,,"46",,
"UKM00003772","HEATHROW, UK","1953-04-09",,,"47",,
"UKM00003772","HEATHROW, UK","1953-04-10",,,"46",,
"UKM00003772","HEATHROW, UK","1953-04-11",,,"47",,
"UKM00003772","HEATHROW, UK","1953-04-12",,,"48",,
"UKM00003772","HEATHROW, UK","1953-04-13",,,"44",,
"UKM00003772","HEATHROW, UK","1953-04-14","0.05",,"44",,
"UKM00003772","HEATHROW, UK","1953-04-15",,,"43",,
"UKM00003772","HEATHROW, UK","1953-04-16",,,"48",,
"UKM00003772","HEATHROW, UK","1953-04-17",,,"49",,
"UKM00003772","HEATHROW, UK","1953-04-18",,,"51",,
"UKM00003772","HEATHROW, UK","1953-04-19",,,"48",,
"UKM00003772","HEATHROW, UK","1953-04-20",,,"48",,
"UKM00003772","HEATHROW, UK","1953-04-21",,,"52",,
"UKM00003772","HEATHROW, UK","1953-04-22",,,"53",,
"UKM00003772","HEATHROW, UK","1953-04-23",,,"50",,
"UKM00003772","HEATHROW, UK","1953-04-24",,,"50",,
"UKM00003772","HEATHROW, UK","1953-04-25",,,"47",,
"UKM00003772","HEATHROW, UK","1953-04-26",,,"45",,
"UKM00003772","HEATHROW, UK","1953-04-27",,,"48",,
"UKM00003772","HEATHROW, UK","1953-04-28",,,"47",,
"UKM00003772","HEATHROW, UK","1953-04-29",,,"48",,
"UKM00003772","HEATHROW, UK","1953-04-30","0.09",,"49",,
"UKM00003772","HEATHROW, UK","1953-05-01","0.04",,"46",,
"UKM00003772","HEATHROW, UK","1953-05-02",,,"52",,
"UKM00003772","HEATHROW, UK","1953-05-03",,,"52",,
"UKM00003772","HEATHROW, UK","1953-05-04",,,"55",,
"UKM00003772","HEATHROW, UK","1953-05-05",,,"60",,
"UKM00003772","HEATHROW, UK","1953-05-06",,,"58",,
"UKM00003772","HEATHROW, UK","1953-05-07",,,"52",,
"UKM00003772","HEATHROW, UK","1953-05-08",,,"50",,
"UKM00003772","HEATHROW, UK","1953-05-09",,,"52",,
"UKM00003772","HEATHROW, UK","1953-05-10",,,"50",,
"UKM00003772","HEATHROW, UK","1953-05-11",,,"53",,
"UKM00003772","HEATHROW, UK","1953-05-12",,,"51",,
"UKM00003772","HEATHROW, UK","1953-05-13",,,"53",,
"UKM00003772","HEATHROW, UK","1953-05-14",,,"55",,
"UKM00003772","HEATHROW, UK","1953-05-15","0.05",,"57",,
"UKM00003772","HEATHROW, UK","1953-05-16",,,"58",,
"UKM00003772","HEATHROW, UK","1953-05-17",,,"57",,
"UKM00003772","HEATHROW, UK","1953-05-18",,,"56",,
"UKM00003772","HEATHROW, UK","1953-05-19",,,"57",,
"UKM00003772","HEATHROW, UK","1953-05-20",,,"58",,
"UKM00003772","HEATHROW, UK","1953-05-21",,,"61",,
"UKM00003772","HEATHROW, UK","1953-05-22",,,"59",,
"UKM00003772","HEATHROW, UK","1953-05-23",,,"64",,
"UKM00003772","HEATHROW, UK","1953-05-24",,,"68",,
"UKM00003772","HEATHROW, UK","1953-05-25",,,"73",,
"UKM00003772","HEATHROW, UK","1953-05-26",,,"66",,
"UKM00003772","HEATHROW, UK","1953-05-27",,,"60",,
"UKM00003772","HEATHROW, UK","1953-05-28",,,"58",,
"UKM00003772","HEATHROW, UK","1953-05-29",,,"58",,
"UKM00003772","HEATHROW, UK","1953-05-30",,,"57",,
"UKM00003772","HEATHROW, UK","1953-05-31",,,"55",,
"UKM00003772","HEATHROW, UK","1953-06-01",,,"50",,
"UKM00003772","HEATHROW, UK","1953-06-02",,,"48",,
"UKM00003772","HEATHROW, UK","1953-06-03",,,"48",,
"UKM00003772","HEATHROW, UK","1953-06-04",,,"52",,
"UKM00003772","HEATHROW, UK","1953-06-05",,,"54",,
"UKM00003772","HEATHROW, UK","1953-06-06",,,"54",,
"UKM00003772","HEATHROW, UK","1953-06-07",,,"53",,
"UKM00003772","HEATHROW, UK","1953-06-08",,,"53",,
"UKM00003772","HEATHROW, UK","1953-06-09",,,"58",,
"UKM00003772","HEATHROW, UK","1953-06-10",,,"61",,
"UKM00003772","HEATHROW, UK","1953-06-11",,,"58",,
"UKM00003772","HEATHROW, UK","1953-06-12",,,"57",,
"UKM00003772","HEATHROW, UK","1953-06-13",,,"58",,
"UKM00003772","HEATHROW, UK","1953-06-14",,,"59",,
"UKM00003772","HEATHROW, UK","1953-06-15","0.04",,"58",,
"UKM00003772","HEATHROW, UK","1953-06-16",,,"57",,
"UKM00003772","HEATHROW, UK","1953-06-17","0.05",,"57",,
"UKM00003772","HEATHROW, UK","1953-06-18",,,"57",,
"UKM00003772","HEATHROW, UK","1953-06-19","0.05",,"57",,
"UKM00003772","HEATHROW, UK","1953-06-20",,,"62",,
"UKM00003772","HEATHROW, UK","1953-06-21",,,"63",,
"UKM00003772","HEATHROW, UK","1953-06-22",,,"62",,
"UKM00003772","HEATHROW, UK","1953-06-23",,,"60",,
"UKM00003772","HEATHROW, UK","1953-06-24",,,"65",,
"UKM00003772","HEATHROW, UK","1953-06-25",,,"68",,
"UKM00003772","HEATHROW, UK","1953-06-26",,,"70",,
"UKM00003772","HEATHROW, UK","1953-06-27",,,"65",,
"UKM00003772","HEATHROW, UK","1953-06-28",,,"64",,
"UKM00003772","HEATHROW, UK","1953-06-29",,,"69",,
"UKM00003772","HEATHROW, UK","1953-06-30",,,"66",,
"UKM00003772","HEATHROW, UK","1953-07-01","0.05",,"65",,
"UKM00003772","HEATHROW, UK","1953-07-02",,,"60",,
"UKM00003772","HEATHROW, UK","1953-07-03",,,"59",,
"UKM00003772","HEATHROW, UK","1953-07-04",,,"64",,
"UKM00003772","HEATHROW, UK","1953-07-05",,,"67",,
"UKM00003772","HEATHROW, UK","1953-07-06",,,"65",,
"UKM00003772","HEATHROW, UK","1953-07-07",,,"64",,
"UKM00003772","HEATHROW, UK","1953-07-08",,,"61",,
"UKM00003772","HEATHROW, UK","1953-07-09",,,"58",,
"UKM00003772","HEATHROW, UK","1953-07-10",,,"60",,
"UKM00003772","HEATHROW, UK","1953-07-11",,,"59",,
"UKM00003772","HEATHROW, UK","1953-07-12","0.05",,"60",,
"UKM00003772","HEATHROW, UK","1953-07-13",,,"60",,
"UKM00003772","HEATHROW, UK","1953-07-14",,,"60",,
"UKM00003772","HEATHROW, UK","1953-07-15",,,"60",,
"UKM00003772","HEATHROW, UK","1953-07-16","0.05",,"59",,
"UKM00003772","HEATHROW, UK","1953-07-17",,,"63",,
"UKM00003772","HEATHROW, UK","1953-07-18",,,"61",,
"UKM00003772","HEATHROW, UK","1953-07-19",,,"61",,
"UKM00003772","HEATHROW, UK","1953-07-20",,,"65",,
"UKM00003772","HEATHROW, UK","1953-07-21",,,"65",,
"UKM00003772","HEATHROW, UK","1953-07-22",,,"60",,
"UKM00003772","HEATHROW, UK","1953-07-23",,,"60",,
"UKM00003772","HEATHROW, UK","1953-07-24",,,"62",,
"UKM00003772","HEATHROW, UK","1953-07-25",,,"63",,
"UKM00003772","HEATHROW, UK","1953-07-26",,,"60",,
"UKM00003772","HEATHROW, UK","1953-07-27",,,"59",,
"UKM00003772","HEATHROW, UK","1953-07-28",,,"61",,
"UKM00003772","HEATHROW, UK","1953-07-29",,,"59",,
"UKM00003772","HEATHROW, UK","1953-07-30",,,"60",,
"UKM00003772","HEATHROW, UK","1953-07-31",,,"57",,
"UKM00003772","HEATHROW, UK","1953-08-01",,,"58",,
"UKM00003772","HEATHROW, UK","1953-08-02",,,"60",,
"UKM00003772","HEATHROW, UK","1953-08-03",,,"63",,
"UKM00003772","HEATHROW, UK","1953-08-04",,,"65",,
"UKM00003772","HEATHROW, UK","1953-08-05",,,"66",,
"UKM00003772","HEATHROW, UK","1953-08-06",,,"67",,
"UKM00003772","HEATHROW, UK","1953-08-07",,,"68",,
"UKM00003772","HEATHROW, UK","1953-08-08",,,"68",,
"UKM00003772","HEATHROW, UK","1953-08-09",,,"66",,
"UKM00003772","HEATHROW, UK","1953-08-10",,,"67",,
"UKM00003772","HEATHROW, UK","1953-08-11",,,"68",,
"UKM00003772","HEATHROW, UK","1953-08-12",,,"76",,
"UKM00003772","HEATHROW, UK","1953-08-13",,,"70",,
"UKM00003772","HEATHROW, UK","1953-08-14",,,"64",,
"UKM00003772","HEATHROW, UK","1953-08-15",,,"62",,
"UKM00003772","HEATHROW, UK","1953-08-16",,,"61",,
"UKM00003772","HEATHROW, UK","1953-08-17",,,"62",,
"UKM00003772","HEATHROW, UK","1953-08-18",,,"63",,
"UKM00003772","HEATHROW, UK","1953-08-19",,,"60",,
"UKM00003772","HEATHROW, UK","1953-08-20",,,"65",,
"UKM00003772","HEATHROW, UK","1953-08-21","0.04",,"59",,
"UKM00003772","HEATHROW, UK","1953-08-22",,,"59",,
"UKM00003772","HEATHROW, UK","1953-08-23",,,"59",,
"UKM00003772","HEATHROW, UK","1953-08-24",,,"63",,
"UKM00003772","HEATHROW, UK","1953-08-25",,,"62",,
"UKM00003772","HEATHROW, UK","1953-08-26",,,"59",,
"UKM00003772","HEATHROW, UK","1953-08-27",,,"60",,
"UKM00003772","HEATHROW, UK","1953-08-28",,,"61",,
"UKM00003772","HEATHROW, UK","1953-08-29","0.08",,"62",,
"UKM00003772","HEATHROW, UK","1953-08-30",,,"65",,
"UKM00003772","HEATHROW, UK","1953-08-31",,,"62",,
"UKM00003772","HEATHROW, UK","1953-09-01",,,"64",,
"UKM00003772","HEATHROW, UK","1953-09-02","0.05",,"63",,
"UKM00003772","HEATHROW, UK","1953-09-03",,,"59",,
"UKM00003772","HEATHROW, UK","1953-09-04",,,"56",,
"UKM00003772","HEATHROW, UK","1953-09-05",,,"60",,
"UKM00003772","HEATHROW, UK","1953-09-06",,,"60",,
"UKM00003772","HEATHROW, UK","1953-09-07",,,"62",,
"UKM00003772","HEATHROW, UK","1953-09-08",,,"62",,
"UKM00003772","HEATHROW, UK","1953-09-09",,,"59",,
"UKM00003772","HEATHROW, UK","1953-09-10",,,"57",,
"UKM00003772","HEATHROW, UK","1953-09-11",,,"57",,
"UKM00003772","HEATHROW, UK","1953-09-12",,,"60",,
"UKM00003772","HEATHROW, UK","1953-09-13",,,"56",,
"UKM00003772","HEATHROW, UK","1953-09-14",,,"60",,
"UKM00003772","HEATHROW, UK","1953-09-15",,,"61",,
"UKM00003772","HEATHROW, UK","1953-09-16",,,"60",,
